empresa_key,empresa_nome,ticker_b3,setor,moeda,fonte,data_referencia,ano,trimestre,periodo,caixa_equivalentes,ativo_total,divida_cp,divida_lp,divida_total,divida_liquida,patrimonio_liquido,receita_liquida,ebit,ebitda,depreciacao_amort,ebitda_origem,lucro_liquido,despesa_financeira,divida_ebitda,margem_ebitda_pct,margem_liquida_pct,roe_pct,roa_pct,nopat,capital_investido,roic_pct,custo_implicito_divida_pct,selic_meta_pct,ipca_acum_12m_pct,cambio_brl_usd,juros_real_pct,regime_selic,choque_periodo,dado_revisado,alerta_nota
AMERICANAS,Lojas Americanas S.A.,AMER3,Varejo,BRL,CVM_ITR,2011-03-31,2011,1,2011-Q1,15283.0,0.0,351888.0,0.0,351888.0,336605.0,0.0,913338.0,84897.0,139498.0,54601.0,EBIT+D&A(DFC),-1606.0,118012.0,2.52,15.27,-0.18,,,56032.02,351888.0,15.92,33.54,11.75,6.3,1.6673,11.2133,Selic_Mod_8a13pct,Periodo_Normal,True,ALERTA: Fraude contábil jan/2023. Dados pré-2023 inconsistentes.
AMERICANAS,Lojas Americanas S.A.,AMER3,Varejo,BRL,CVM_ITR,2011-06-30,2011,2,2011-Q2,15283.0,0.0,351888.0,0.0,351888.0,336605.0,0.0,1867143.0,186197.0,291785.0,105588.0,EBIT+D&A(DFC),-20868.0,221603.0,1.21,15.63,-1.12,,,122890.02,351888.0,34.92,62.98,12.25,6.71,1.5962,11.92,Selic_Mod_8a13pct,Periodo_Normal,True,ALERTA: Fraude contábil jan/2023. Dados pré-2023 inconsistentes.
AMERICANAS,Lojas Americanas S.A.,AMER3,Varejo,BRL,CVM_ITR,2011-09-30,2011,3,2011-Q3,15283.0,0.0,351888.0,0.0,351888.0,336605.0,0.0,2921717.0,290025.0,464163.0,174138.0,EBIT+D&A(DFC),-37887.0,335138.0,0.76,15.89,-1.3,,,191416.5,351888.0,54.4,95.24,12.0,7.31,1.6357,12.1933,Selic_Mod_8a13pct,Periodo_Normal,True,ALERTA: Fraude contábil jan/2023. Dados pré-2023 inconsistentes.
AMERICANAS,Lojas Americanas S.A.,AMER3,Varejo,BRL,CVM_ITR,2012-03-31,2012,1,2012-Q1,15297.0,0.0,330207.0,975232.0,1305439.0,1290142.0,0.0,1028708.0,76020.0,86901.0,10881.0,EBIT+D&A(DFC),-42830.0,120772.0,15.02,8.45,-4.16,,,50173.2,1305439.0,3.84,9.25,9.75,5.24,1.7701,10.3067,Selic_Mod_8a13pct,Periodo_Normal,True,ALERTA: Fraude contábil jan/2023. Dados pré-2023 inconsistentes.
AMERICANAS,Lojas Americanas S.A.,AMER3,Varejo,BRL,CVM_ITR,2012-06-30,2012,2,2012-Q2,15297.0,0.0,330207.0,975232.0,1305439.0,1290142.0,0.0,2011311.0,136578.0,198038.0,61460.0,EBIT+D&A(DFC),-38940.0,265836.0,6.59,9.85,-1.94,,,90141.48,1305439.0,6.91,20.36,8.5,4.92,1.9641,8.87,Selic_Mod_8a13pct,Periodo_Normal,True,ALERTA: Fraude contábil jan/2023. Dados pré-2023 inconsistentes.
AMERICANAS,Lojas Americanas S.A.,AMER3,Varejo,BRL,CVM_ITR,2012-09-30,2012,3,2012-Q3,15297.0,0.0,330207.0,975232.0,1305439.0,1290142.0,0.0,3055516.0,171440.0,321912.0,150472.0,EBIT+D&A(DFC),-45205.0,437534.0,4.06,10.54,-1.48,,,113150.4,1305439.0,8.67,33.52,7.5,5.28,2.0288,7.77,Selic_Baixa_4a8pct,Periodo_Normal,True,ALERTA: Fraude contábil jan/2023. Dados pré-2023 inconsistentes.
AMERICANAS,Lojas Americanas S.A.,AMER3,Varejo,BRL,CVM_ITR,2013-03-31,2013,1,2013-Q1,36267.0,0.0,447500.0,1145572.0,1593072.0,1556805.0,0.0,1000497.0,28391.0,74928.0,46537.0,EBIT+D&A(DFC),-61126.0,151997.0,21.26,7.49,-6.11,,,18738.06,1593072.0,1.18,9.54,7.25,6.59,1.9976,7.1267,Selic_Baixa_4a8pct,Periodo_Normal,True,ALERTA: Fraude contábil jan/2023. Dados pré-2023 inconsistentes.
AMERICANAS,Lojas Americanas S.A.,AMER3,Varejo,BRL,CVM_ITR,2013-06-30,2013,2,2013-Q2,36267.0,0.0,447500.0,1145572.0,1593072.0,1556805.0,0.0,1992297.0,64227.0,87984.0,23757.0,EBIT+D&A(DFC),-49329.0,303159.0,18.11,4.42,-2.48,,,42389.82,1593072.0,2.66,19.03,8.0,6.7,2.0673,7.5267,Selic_Mod_8a13pct,Periodo_Normal,True,ALERTA: Fraude contábil jan/2023. Dados pré-2023 inconsistentes.
AMERICANAS,Lojas Americanas S.A.,AMER3,Varejo,BRL,CVM_ITR,2013-09-30,2013,3,2013-Q3,36267.0,0.0,447500.0,1145572.0,1593072.0,1556805.0,0.0,3217900.0,100628.0,150318.0,49690.0,EBIT+D&A(DFC),-38595.0,456219.0,10.6,4.67,-1.2,,,66414.48,1593072.0,4.17,28.64,9.0,5.86,2.288,8.5267,Selic_Mod_8a13pct,Periodo_Normal,True,ALERTA: Fraude contábil jan/2023. Dados pré-2023 inconsistentes.
AMERICANAS,Lojas Americanas S.A.,AMER3,Varejo,BRL,CVM_ITR,2014-03-31,2014,1,2014-Q1,89501.0,0.0,305373.0,2024520.0,2329893.0,2240392.0,0.0,1298688.0,33271.0,90877.0,57606.0,EBIT+D&A(DFC),-57615.0,169746.0,25.64,7.0,-4.44,,,21958.86,2329893.0,0.94,7.29,10.75,6.15,2.3652,10.4167,Selic_Mod_8a13pct,Periodo_Normal,True,ALERTA: Fraude contábil jan/2023. Dados pré-2023 inconsistentes.
AMERICANAS,Lojas Americanas S.A.,AMER3,Varejo,BRL,CVM_ITR,2014-06-30,2014,2,2014-Q2,89501.0,0.0,305373.0,2024520.0,2329893.0,2240392.0,0.0,2509185.0,74102.0,428779.0,354677.0,EBIT+D&A(DFC),-64577.0,330138.0,5.43,17.09,-2.57,,,48907.32,2329893.0,2.1,14.17,11.0,6.52,2.2296,10.89,Selic_Mod_8a13pct,Periodo_Normal,True,ALERTA: Fraude contábil jan/2023. Dados pré-2023 inconsistentes.
AMERICANAS,Lojas Americanas S.A.,AMER3,Varejo,BRL,CVM_ITR,2014-09-30,2014,3,2014-Q3,89501.0,0.0,305373.0,2024520.0,2329893.0,2240392.0,0.0,4009324.0,143410.0,226481.0,83071.0,EBIT+D&A(DFC),-62058.0,513974.0,10.29,5.65,-1.55,,,94650.6,2329893.0,4.06,22.06,11.0,6.75,2.2745,10.9,Selic_Mod_8a13pct,Periodo_Normal,True,ALERTA: Fraude contábil jan/2023. Dados pré-2023 inconsistentes.
AMERICANAS,Lojas Americanas S.A.,AMER3,Varejo,BRL,CVM_ITR,2015-03-31,2015,1,2015-Q1,195349.0,0.0,315913.0,1135018.0,1450931.0,1255582.0,0.0,1729855.0,76068.0,130937.0,54869.0,EBIT+D&A(DFC),-50408.0,255878.0,11.08,7.57,-2.91,,,50204.88,1450931.0,3.46,17.64,12.75,8.13,2.8702,12.1833,Selic_Mod_8a13pct,Recessao_2015-16,True,ALERTA: Fraude contábil jan/2023. Dados pré-2023 inconsistentes.
AMERICANAS,Lojas Americanas S.A.,AMER3,Varejo,BRL,CVM_ITR,2015-06-30,2015,2,2015-Q2,195349.0,0.0,308974.0,1135018.0,1443992.0,1248643.0,0.0,3378665.0,145994.0,160873.0,14879.0,EBIT+D&A(DFC),-82387.0,499209.0,8.98,4.76,-2.44,,,96356.04,1443992.0,6.67,34.57,13.75,8.89,3.0729,13.1367,Selic_Alta_>=13pct,Recessao_2015-16,True,ALERTA: Fraude contábil jan/2023. Dados pré-2023 inconsistentes.
AMERICANAS,Lojas Americanas S.A.,AMER3,Varejo,BRL,CVM_ITR,2015-09-30,2015,3,2015-Q3,195349.0,0.0,330505.0,1135018.0,1465523.0,1270174.0,0.0,5218146.0,230295.0,284133.0,53838.0,EBIT+D&A(DFC),-124545.0,774322.0,5.16,5.45,-2.39,,,151994.7,1465523.0,10.37,52.84,14.25,9.49,3.538,13.9967,Selic_Alta_>=13pct,Recessao_2015-16,True,ALERTA: Fraude contábil jan/2023. Dados pré-2023 inconsistentes.
AMERICANAS,Lojas Americanas S.A.,AMER3,Varejo,BRL,CVM_ITR,2016-03-31,2016,1,2016-Q1,329424.0,0.0,272598.0,2826642.0,3099240.0,2769816.0,0.0,2137835.0,76813.0,131877.0,55064.0,EBIT+D&A(DFC),-132642.0,240939.0,23.5,6.17,-6.2,,,50696.58,3099240.0,1.64,7.77,14.25,9.39,3.9022,14.15,Selic_Alta_>=13pct,Recessao_2015-16,True,ALERTA: Fraude contábil jan/2023. Dados pré-2023 inconsistentes.
AMERICANAS,Lojas Americanas S.A.,AMER3,Varejo,BRL,CVM_ITR,2016-06-30,2016,2,2016-Q2,329424.0,0.0,266149.0,2799296.0,3065445.0,2736021.0,0.0,4027805.0,141286.0,239951.0,98665.0,EBIT+D&A(DFC),-106024.0,492090.0,12.78,5.96,-2.63,,,93248.76,3065445.0,3.04,16.05,14.25,8.84,3.5076,14.15,Selic_Alta_>=13pct,Recessao_2015-16,True,ALERTA: Fraude contábil jan/2023. Dados pré-2023 inconsistentes.
AMERICANAS,Lojas Americanas S.A.,AMER3,Varejo,BRL,CVM_ITR,2016-09-30,2016,3,2016-Q3,329424.0,0.0,266149.0,2799296.0,3065445.0,2736021.0,0.0,6105966.0,162606.0,385984.0,223378.0,EBIT+D&A(DFC),-144941.0,802479.0,7.94,6.32,-2.37,,,107319.96,3065445.0,3.5,26.18,14.25,8.48,3.246,14.15,Selic_Alta_>=13pct,Recessao_2015-16,True,ALERTA: Fraude contábil jan/2023. Dados pré-2023 inconsistentes.
AMERICANAS,Lojas Americanas S.A.,AMER3,Varejo,BRL,CVM_ITR,2017-03-31,2017,1,2017-Q1,224248.0,0.0,354720.0,2809288.0,3164008.0,2939760.0,0.0,1732581.0,42044.0,166139.0,124095.0,EBIT+D&A(DFC),-176761.0,387400.0,19.04,9.59,-10.2,,,27749.04,3164008.0,0.88,12.24,12.25,4.57,3.1451,12.7133,Selic_Mod_8a13pct,Periodo_Normal,True,ALERTA: Fraude contábil jan/2023. Dados pré-2023 inconsistentes.
AMERICANAS,Lojas Americanas S.A.,AMER3,Varejo,BRL,CVM_ITR,2017-06-30,2017,2,2017-Q2,224248.0,0.0,354720.0,2809288.0,3164008.0,2939760.0,0.0,3511488.0,128598.0,438639.0,310041.0,EBIT+D&A(DFC),-111773.0,711841.0,7.21,12.49,-3.18,,,84874.68,3164008.0,2.68,22.5,10.25,3.0,3.2174,10.9633,Selic_Mod_8a13pct,Periodo_Normal,True,ALERTA: Fraude contábil jan/2023. Dados pré-2023 inconsistentes.
AMERICANAS,Lojas Americanas S.A.,AMER3,Varejo,BRL,CVM_ITR,2017-09-30,2017,3,2017-Q3,224248.0,0.0,354720.0,2809288.0,3164008.0,2939760.0,0.0,5576650.0,187091.0,603942.0,416851.0,EBIT+D&A(DFC),-88036.0,1102546.0,5.24,10.83,-1.58,,,123480.06,3164008.0,3.9,34.85,8.25,2.54,3.164,9.17,Selic_Mod_8a13pct,Periodo_Normal,True,ALERTA: Fraude contábil jan/2023. Dados pré-2023 inconsistentes.
AMERICANAS,Lojas Americanas S.A.,AMER3,Varejo,BRL,CVM_ITR,2018-03-31,2018,1,2018-Q1,1469500.0,0.0,825304.0,4188078.0,5013382.0,3543882.0,0.0,1455017.0,-54496.0,43131.0,97627.0,EBIT+D&A(DFC),0.0,341884.0,116.24,2.96,0.0,,,-35967.36,5013382.0,-0.72,6.82,6.5,2.68,3.2433,6.7333,Selic_Baixa_4a8pct,Periodo_Normal,True,ALERTA: Fraude contábil jan/2023. Dados pré-2023 inconsistentes.
AMERICANAS,Lojas Americanas S.A.,AMER3,Varejo,BRL,CVM_ITR,2018-06-30,2018,2,2018-Q2,1469500.0,0.0,825304.0,4188078.0,5013382.0,3543882.0,0.0,2929590.0,-63718.0,94291.0,158009.0,EBIT+D&A(DFC),-108806.0,630114.0,53.17,3.22,-3.71,,,-42053.88,5013382.0,-0.84,12.57,6.5,4.39,3.6056,6.4,Selic_Baixa_4a8pct,Periodo_Normal,True,ALERTA: Fraude contábil jan/2023. Dados pré-2023 inconsistentes.
AMERICANAS,Lojas Americanas S.A.,AMER3,Varejo,BRL,CVM_ITR,2018-09-30,2018,3,2018-Q3,1469500.0,0.0,825304.0,4188078.0,5013382.0,3543882.0,0.0,4468882.0,-52491.0,153450.0,205941.0,EBIT+D&A(DFC),-105795.0,909008.0,32.67,3.43,-2.37,,,-34644.06,5013382.0,-0.69,18.13,6.5,4.53,3.9505,6.4,Selic_Baixa_4a8pct,Periodo_Normal,True,ALERTA: Fraude contábil jan/2023. Dados pré-2023 inconsistentes.
AMERICANAS,Lojas Americanas S.A.,AMER3,Varejo,BRL,CVM_ITR,2019-03-31,2019,1,2019-Q1,3119948.0,3977.0,361373.0,5118339.0,5479712.0,2359764.0,0.0,1476620.0,-49502.0,9466.0,58968.0,EBIT+D&A(DFC),-139242.0,245135.0,578.88,0.64,-9.43,,-3501.18,-32671.32,5479712.0,-0.6,4.47,6.5,4.58,3.7684,6.4,Selic_Baixa_4a8pct,Periodo_Normal,True,ALERTA: Fraude contábil jan/2023. Dados pré-2023 inconsistentes.
AMERICANAS,Lojas Americanas S.A.,AMER3,Varejo,BRL,CVM_ITR,2019-06-30,2019,2,2019-Q2,3119948.0,0.0,361373.0,5118339.0,5479712.0,2359764.0,0.0,2952998.0,-79275.0,38362.0,117637.0,EBIT+D&A(DFC),-127568.0,489940.0,142.84,1.3,-4.32,,,-52321.5,5479712.0,-0.95,8.94,6.5,3.37,3.9221,6.4,Selic_Baixa_4a8pct,Periodo_Normal,True,ALERTA: Fraude contábil jan/2023. Dados pré-2023 inconsistentes.
AMERICANAS,Lojas Americanas S.A.,AMER3,Varejo,BRL,CVM_ITR,2019-09-30,2019,3,2019-Q3,3119948.0,0.0,361373.0,5118339.0,5479712.0,2359764.0,0.0,4509831.0,-86635.0,94363.0,180998.0,EBIT+D&A(DFC),-102532.0,748830.0,58.07,2.09,-2.27,,,-57179.1,5479712.0,-1.04,13.67,5.5,2.89,3.9684,6.0033,Selic_Baixa_4a8pct,Periodo_Normal,True,ALERTA: Fraude contábil jan/2023. Dados pré-2023 inconsistentes.
AMERICANAS,Lojas Americanas S.A.,AMER3,Varejo,BRL,CVM_ITR,2020-03-31,2020,1,2020-Q1,3535807.0,0.0,1304394.0,4112171.0,5416565.0,1880758.0,0.0,1282563.0,-54871.0,20345.0,75216.0,EBIT+D&A(DFC),-107963.0,275968.0,266.24,1.59,-8.42,,,-36214.86,5416565.0,-0.67,5.09,3.75,3.3,4.4657,4.18,Selic_Minima_<4pct,Pandemia_2020,True,ALERTA: Fraude contábil jan/2023. Dados pré-2023 inconsistentes.
AMERICANAS,Lojas Americanas S.A.,AMER3,Varejo,BRL,CVM_ITR,2020-06-30,2020,2,2020-Q2,3535807.0,0.0,1304394.0,4112171.0,5416565.0,1880758.0,0.0,2760389.0,-85368.0,51925.0,137293.0,EBIT+D&A(DFC),-74602.0,556312.0,104.32,1.88,-2.7,,,-56342.88,5416565.0,-1.04,10.27,2.25,2.13,5.3854,3.08,Selic_Minima_<4pct,Pandemia_2020,True,ALERTA: Fraude contábil jan/2023. Dados pré-2023 inconsistentes.
AMERICANAS,Lojas Americanas S.A.,AMER3,Varejo,BRL,CVM_ITR,2020-09-30,2020,3,2020-Q3,3535807.0,0.0,1304394.0,4112171.0,5416565.0,1880758.0,0.0,4441554.0,-79703.0,108102.0,187805.0,EBIT+D&A(DFC),-43825.0,832183.0,50.11,2.43,-0.99,,,-52603.98,5416565.0,-0.97,15.36,2.0,3.14,5.3772,1.9967,Selic_Minima_<4pct,Pandemia_2020,True,ALERTA: Fraude contábil jan/2023. Dados pré-2023 inconsistentes.
AMERICANAS,Lojas Americanas S.A.,AMER3,Varejo,BRL,CVM_ITR,2021-03-31,2021,1,2021-Q1,6634287.0,0.0,409356.0,3585414.0,3994770.0,-2639517.0,0.0,1696242.0,-44455.0,2973.0,47428.0,EBIT+D&A(DFC),-163611.0,207996.0,1343.68,0.18,-9.65,,,-29340.3,3994770.0,-0.73,5.21,2.75,6.1,5.4833,2.01,Selic_Minima_<4pct,Espiral_Inflac_2021-22,True,ALERTA: Fraude contábil jan/2023. Dados pré-2023 inconsistentes.
AMERICANAS,Lojas Americanas S.A.,AMER3,Varejo,BRL,CVM_ITR,2021-06-30,2021,2,2021-Q2,6634287.0,0.0,409356.0,3585414.0,3994770.0,-2639517.0,0.0,4129904.0,-37233.0,45007.0,82240.0,EBIT+D&A(DFC),-22821.0,409223.0,88.76,1.09,-0.55,,,-24573.78,3994770.0,-0.62,10.24,4.25,8.35,5.2907,3.2333,Selic_Baixa_4a8pct,Espiral_Inflac_2021-22,True,ALERTA: Fraude contábil jan/2023. Dados pré-2023 inconsistentes.
AMERICANAS,Lojas Americanas S.A.,AMER3,Varejo,BRL,CVM_ITR,2021-09-30,2021,3,2021-Q3,6634287.0,0.0,409356.0,3585414.0,3994770.0,-2639517.0,0.0,6793863.0,8949.0,96818.0,87869.0,EBIT+D&A(DFC),240551.0,586218.0,41.26,1.43,3.54,,,5906.34,3994770.0,0.15,14.67,6.25,10.25,5.2286,4.8633,Selic_Baixa_4a8pct,Espiral_Inflac_2021-22,True,ALERTA: Fraude contábil jan/2023. Dados pré-2023 inconsistentes.
AMERICANAS,Lojas Americanas S.A.,AMER3,Varejo,BRL,CVM_ITR,2022-03-31,2022,1,2022-Q1,2706888.0,0.0,855560.0,3202649.0,4058209.0,1351321.0,144590.0,2942150.0,-97537.0,-48122.0,49415.0,EBIT+D&A(DFC),-137331.0,200705.0,,-1.64,-4.67,-94.98,,-64374.42,4202799.0,-1.53,4.95,11.75,11.3,5.2299,10.2633,Selic_Mod_8a13pct,Espiral_Inflac_2021-22,True,ALERTA: Fraude contábil jan/2023. Dados pré-2023 inconsistentes.
AMERICANAS,Lojas Americanas S.A.,AMER3,Varejo,BRL,CVM_ITR,2022-06-30,2022,2,2022-Q2,2706888.0,0.0,855560.0,3202647.0,4058207.0,1351319.0,144590.0,7322176.0,-31694.0,8877.0,40571.0,EBIT+D&A(DFC),-97905.0,365740.0,457.16,0.12,-1.34,-67.71,,-20918.04,4202797.0,-0.5,9.01,13.25,11.89,4.9266,12.35,Selic_Alta_>=13pct,Espiral_Inflac_2021-22,True,ALERTA: Fraude contábil jan/2023. Dados pré-2023 inconsistentes.
AMERICANAS,Lojas Americanas S.A.,AMER3,Varejo,BRL,CVM_ITR,2022-09-30,2022,3,2022-Q3,2706888.0,0.0,855560.0,3202647.0,4058207.0,1351319.0,144590.0,13599441.0,260920.0,535850.0,274930.0,EBIT+D&A(DFC),-211551.0,820866.0,7.57,3.94,-1.56,-146.31,,172207.2,4202797.0,4.1,20.23,13.75,7.17,5.2462,13.46,Selic_Alta_>=13pct,Espiral_Inflac_2021-22,True,ALERTA: Fraude contábil jan/2023. Dados pré-2023 inconsistentes.
AMERICANAS,Lojas Americanas S.A.,AMER3,Varejo,BRL,CVM_ITR,2023-03-31,2023,1,2023-Q1,2477000.0,0.0,10371000.0,0.0,10371000.0,7894000.0,0.0,6778000.0,-1231000.0,-1151000.0,80000.0,EBIT+D&A(DFC),0.0,1323000.0,,-16.98,0.0,,,-812460.0,10371000.0,-7.83,12.76,13.75,4.65,5.1963,13.65,Selic_Alta_>=13pct,Periodo_Normal,True,ALERTA: Fraude contábil jan/2023. Dados pré-2023 inconsistentes.
AMERICANAS,Lojas Americanas S.A.,AMER3,Varejo,BRL,CVM_ITR,2023-06-30,2023,2,2023-Q2,2477000.0,0.0,10372000.0,0.0,10372000.0,7895000.0,0.0,13374000.0,-1602000.0,-1409000.0,193000.0,EBIT+D&A(DFC),0.0,2974000.0,,-10.54,0.0,,,-1057320.0,10372000.0,-10.19,28.67,13.75,3.16,4.9485,13.65,Selic_Alta_>=13pct,Periodo_Normal,True,ALERTA: Fraude contábil jan/2023. Dados pré-2023 inconsistentes.
AMERICANAS,Lojas Americanas S.A.,AMER3,Varejo,BRL,CVM_ITR,2023-09-30,2023,3,2023-Q3,2477000.0,0.0,10167000.0,0.0,10167000.0,7690000.0,0.0,18741000.0,-2510000.0,-2002000.0,508000.0,EBIT+D&A(DFC),0.0,4582000.0,,-10.68,0.0,,,-1656600.0,10167000.0,-16.29,45.07,12.75,5.19,4.8803,13.27,Selic_Mod_8a13pct,Periodo_Normal,True,ALERTA: Fraude contábil jan/2023. Dados pré-2023 inconsistentes.
AMERICANAS,Lojas Americanas S.A.,AMER3,Varejo,BRL,CVM_ITR,2024-03-31,2024,1,2024-Q1,1758000.0,0.0,8596000.0,0.0,8596000.0,6838000.0,0.0,3627000.0,-846000.0,-844000.0,2000.0,EBIT+D&A(DFC),453000.0,2804000.0,,-23.27,12.49,,,-558360.0,8596000.0,-6.5,32.62,10.75,3.93,4.9515,11.2667,Selic_Mod_8a13pct,Periodo_Normal,True,ALERTA: Fraude contábil jan/2023. Dados pré-2023 inconsistentes.
AMERICANAS,Lojas Americanas S.A.,AMER3,Varejo,BRL,CVM_ITR,2024-06-30,2024,2,2024-Q2,1758000.0,0.0,8596000.0,0.0,8596000.0,6838000.0,0.0,7032000.0,-1777000.0,-1771000.0,6000.0,EBIT+D&A(DFC),0.0,3435000.0,,-25.18,0.0,,,-1172820.0,8596000.0,-13.64,39.96,10.5,4.23,5.2129,10.5033,Selic_Mod_8a13pct,Periodo_Normal,True,ALERTA: Fraude contábil jan/2023. Dados pré-2023 inconsistentes.
AMERICANAS,Lojas Americanas S.A.,AMER3,Varejo,BRL,CVM_ITR,2024-09-30,2024,3,2024-Q3,1758000.0,0.0,8748000.0,0.0,8748000.0,6990000.0,0.0,10186000.0,-2211000.0,-2209000.0,2000.0,EBIT+D&A(DFC),10279000.0,4275000.0,,-21.69,100.91,,,-1459260.0,8748000.0,-16.68,48.87,10.75,4.42,5.5454,10.4333,Selic_Mod_8a13pct,Periodo_Normal,True,ALERTA: Fraude contábil jan/2023. Dados pré-2023 inconsistentes.
BANCODOBRASIL,Banco do Brasil S.A.,BBAS3,Financeiro,BRL,CVM_ITR,2011-03-31,2011,1,2011-Q1,,,,,,,,,,,,indisponivel,,,,,,,,,,,,11.75,6.3,1.6673,11.2133,Selic_Mod_8a13pct,Periodo_Normal,False,Banco misto — dados patrimoniais seguem BRGAAP bancário
BANCODOBRASIL,Banco do Brasil S.A.,BBAS3,Financeiro,BRL,CVM_ITR,2011-06-30,2011,2,2011-Q2,,,,,,,,,,,,indisponivel,,,,,,,,,,,,12.25,6.71,1.5962,11.92,Selic_Mod_8a13pct,Periodo_Normal,False,Banco misto — dados patrimoniais seguem BRGAAP bancário
BANCODOBRASIL,Banco do Brasil S.A.,BBAS3,Financeiro,BRL,CVM_ITR,2011-09-30,2011,3,2011-Q3,,,,,,,,,,,,indisponivel,,,,,,,,,,,,12.0,7.31,1.6357,12.1933,Selic_Mod_8a13pct,Periodo_Normal,False,Banco misto — dados patrimoniais seguem BRGAAP bancário
BANCODOBRASIL,Banco do Brasil S.A.,BBAS3,Financeiro,BRL,CVM_ITR,2011-12-31,2011,4,2011-Q4,,,,,,,,,,,,indisponivel,,,,,,,,,,,,11.0,6.5,1.8012,11.3333,Selic_Mod_8a13pct,Periodo_Normal,False,Banco misto — dados patrimoniais seguem BRGAAP bancário
BANCODOBRASIL,Banco do Brasil S.A.,BBAS3,Financeiro,BRL,CVM_ITR,2012-03-31,2012,1,2012-Q1,,,,,,,,,,,,indisponivel,,,,,,,,,,,,9.75,5.24,1.7701,10.3067,Selic_Mod_8a13pct,Periodo_Normal,False,Banco misto — dados patrimoniais seguem BRGAAP bancário
BANCODOBRASIL,Banco do Brasil S.A.,BBAS3,Financeiro,BRL,CVM_ITR,2012-06-30,2012,2,2012-Q2,,,,,,,,,,,,indisponivel,,,,,,,,,,,,8.5,4.92,1.9641,8.87,Selic_Mod_8a13pct,Periodo_Normal,False,Banco misto — dados patrimoniais seguem BRGAAP bancário
BANCODOBRASIL,Banco do Brasil S.A.,BBAS3,Financeiro,BRL,CVM_ITR,2012-09-30,2012,3,2012-Q3,,,,,,,,,,,,indisponivel,,,,,,,,,,,,7.5,5.28,2.0288,7.77,Selic_Baixa_4a8pct,Periodo_Normal,False,Banco misto — dados patrimoniais seguem BRGAAP bancário
BANCODOBRASIL,Banco do Brasil S.A.,BBAS3,Financeiro,BRL,CVM_ITR,2012-12-31,2012,4,2012-Q4,,,,,,,,,,,,indisponivel,,,,,,,,,,,,7.25,5.84,2.0576,7.1767,Selic_Baixa_4a8pct,Periodo_Normal,False,Banco misto — dados patrimoniais seguem BRGAAP bancário
BANCODOBRASIL,Banco do Brasil S.A.,BBAS3,Financeiro,BRL,CVM_ITR,2013-03-31,2013,1,2013-Q1,,,,,,,,,,,,indisponivel,,,,,,,,,,,,7.25,6.59,1.9976,7.1267,Selic_Baixa_4a8pct,Periodo_Normal,False,Banco misto — dados patrimoniais seguem BRGAAP bancário
BANCODOBRASIL,Banco do Brasil S.A.,BBAS3,Financeiro,BRL,CVM_ITR,2013-06-30,2013,2,2013-Q2,,,,,,,,,,,,indisponivel,,,,,,,,,,,,8.0,6.7,2.0673,7.5267,Selic_Mod_8a13pct,Periodo_Normal,False,Banco misto — dados patrimoniais seguem BRGAAP bancário
BANCODOBRASIL,Banco do Brasil S.A.,BBAS3,Financeiro,BRL,CVM_ITR,2013-09-30,2013,3,2013-Q3,,,,,,,,,,,,indisponivel,,,,,,,,,,,,9.0,5.86,2.288,8.5267,Selic_Mod_8a13pct,Periodo_Normal,False,Banco misto — dados patrimoniais seguem BRGAAP bancário
BANCODOBRASIL,Banco do Brasil S.A.,BBAS3,Financeiro,BRL,CVM_ITR,2013-12-31,2013,4,2013-Q4,,,,,,,,,,,,indisponivel,,,,,,,,,,,,10.0,5.91,2.2735,9.5333,Selic_Mod_8a13pct,Periodo_Normal,False,Banco misto — dados patrimoniais seguem BRGAAP bancário
BANCODOBRASIL,Banco do Brasil S.A.,BBAS3,Financeiro,BRL,CVM_ITR,2014-03-31,2014,1,2014-Q1,,,,,,,,,,,,indisponivel,,,,,,,,,,,,10.75,6.15,2.3652,10.4167,Selic_Mod_8a13pct,Periodo_Normal,False,Banco misto — dados patrimoniais seguem BRGAAP bancário
BANCODOBRASIL,Banco do Brasil S.A.,BBAS3,Financeiro,BRL,CVM_ITR,2014-06-30,2014,2,2014-Q2,,,,,,,,,,,,indisponivel,,,,,,,,,,,,11.0,6.52,2.2296,10.89,Selic_Mod_8a13pct,Periodo_Normal,False,Banco misto — dados patrimoniais seguem BRGAAP bancário
BANCODOBRASIL,Banco do Brasil S.A.,BBAS3,Financeiro,BRL,CVM_ITR,2014-09-30,2014,3,2014-Q3,,,,,,,,,,,,indisponivel,,,,,,,,,,,,11.0,6.75,2.2745,10.9,Selic_Mod_8a13pct,Periodo_Normal,False,Banco misto — dados patrimoniais seguem BRGAAP bancário
BANCODOBRASIL,Banco do Brasil S.A.,BBAS3,Financeiro,BRL,CVM_ITR,2014-12-31,2014,4,2014-Q4,,,,,,,,,,,,indisponivel,,,,,,,,,,,,11.75,6.41,2.5437,11.2167,Selic_Mod_8a13pct,Periodo_Normal,False,Banco misto — dados patrimoniais seguem BRGAAP bancário
BANCODOBRASIL,Banco do Brasil S.A.,BBAS3,Financeiro,BRL,CVM_ITR,2015-03-31,2015,1,2015-Q1,,,,,,,,,,,,indisponivel,,,,,,,,,,,,12.75,8.13,2.8702,12.1833,Selic_Mod_8a13pct,Recessao_2015-16,False,Banco misto — dados patrimoniais seguem BRGAAP bancário
