empresa_key,empresa_nome,ticker_b3,setor,data_referencia,ano,trimestre,periodo,divida_total,divida_liquida,caixa_equivalentes,patrimonio_liquido,capital_investido,despesa_financeira,ebitda,ebit,nopat,divida_ebitda,roic_pct,roe_pct,roa_pct,custo_implicito_divida_pct,selic_meta_pct,ipca_acum_12m_pct,juros_real_pct,cambio_brl_usd,spread_roic_selic,regime_selic,choque_periodo,dado_revisado
AMBEV,Ambev S.A.,ABEV3,Bebidas,2011-03-31,2011,1,2011-Q1,,,,,,,,,,,,,,,11.75,6.3,5.45,1.6673,,Selic_Mod_8a13pct,Periodo_Normal,False
AMBEV,Ambev S.A.,ABEV3,Bebidas,2011-06-30,2011,2,2011-Q2,,,,,,,,,,,,,,,12.25,6.71,5.54,1.5962,,Selic_Mod_8a13pct,Periodo_Normal,False
AMBEV,Ambev S.A.,ABEV3,Bebidas,2011-09-30,2011,3,2011-Q3,,,,,,,,,,,,,,,12.0,7.31,4.69,1.6357,,Selic_Mod_8a13pct,Periodo_Normal,False
AMBEV,Ambev S.A.,ABEV3,Bebidas,2011-12-31,2011,4,2011-Q4,,,,,,,,,,,,,,,11.0,6.5,4.5,1.8012,,Selic_Mod_8a13pct,Periodo_Normal,False
AMBEV,Ambev S.A.,ABEV3,Bebidas,2012-03-31,2012,1,2012-Q1,,,,,,,,,,,,,,,9.75,5.24,4.51,1.7701,,Selic_Mod_8a13pct,Periodo_Normal,False
AMBEV,Ambev S.A.,ABEV3,Bebidas,2012-06-30,2012,2,2012-Q2,,,,,,,,,,,,,,,8.5,4.92,3.58,1.9641,,Selic_Mod_8a13pct,Periodo_Normal,False
AMBEV,Ambev S.A.,ABEV3,Bebidas,2012-09-30,2012,3,2012-Q3,,,,,,,,,,,,,,,7.5,5.28,2.22,2.0288,,Selic_Baixa_4a8pct,Periodo_Normal,False
AMBEV,Ambev S.A.,ABEV3,Bebidas,2012-12-31,2012,4,2012-Q4,,,,,,,,,,,,,,,7.25,5.84,1.41,2.0576,,Selic_Baixa_4a8pct,Periodo_Normal,False
AMBEV,Ambev S.A.,ABEV3,Bebidas,2013-06-30,2013,2,2013-Q2,984691.0,-7989629.0,8974320.0,0.0,984691.0,600156.0,5517531.0,5411598.0,3571654.68,0.18,362.72,,234.86,60.95,8.0,6.7,1.3,2.0673,354.72,Selic_Mod_8a13pct,Periodo_Normal,False
AMBEV,Ambev S.A.,ABEV3,Bebidas,2013-09-30,2013,3,2013-Q3,1011940.0,-7962380.0,8974320.0,0.0,1011940.0,1150867.0,8834417.0,8680534.0,5729152.44,0.11,566.16,,,113.73,9.0,5.86,3.14,2.288,557.16,Selic_Mod_8a13pct,Periodo_Normal,False
AMBEV,Ambev S.A.,ABEV3,Bebidas,2014-03-31,2014,1,2014-Q1,824569.0,-10713672.0,11538241.0,0.0,824569.0,400527.0,3161018.0,3112439.0,2054209.74,0.26,249.13,,,48.57,10.75,6.15,4.6,2.3652,238.38,Selic_Mod_8a13pct,Periodo_Normal,False
AMBEV,Ambev S.A.,ABEV3,Bebidas,2014-06-30,2014,2,2014-Q2,719237.0,-10819004.0,11538241.0,0.0,719237.0,794136.0,5888603.0,5814225.0,3837388.5,0.12,533.54,,,110.41,11.0,6.52,4.48,2.2296,522.54,Selic_Mod_8a13pct,Periodo_Normal,False
AMBEV,Ambev S.A.,ABEV3,Bebidas,2014-09-30,2014,3,2014-Q3,688215.0,-10850026.0,11538241.0,53663683.0,54351898.0,1477116.0,9627593.0,9500744.0,6270491.04,0.07,11.54,5.24,461.53,214.63,11.0,6.75,4.25,2.2745,0.54,Selic_Mod_8a13pct,Periodo_Normal,False
AMBEV,Ambev S.A.,ABEV3,Bebidas,2015-03-31,2015,1,2015-Q1,605093.0,-9116974.0,9722067.0,0.0,605093.0,576388.0,3556759.0,3517478.0,2321535.48,0.17,383.67,,,95.26,12.75,8.13,4.62,2.8702,370.92,Selic_Mod_8a13pct,Recessao_2015-16,False
AMBEV,Ambev S.A.,ABEV3,Bebidas,2015-06-30,2015,2,2015-Q2,556940.0,-9165127.0,9722067.0,0.0,556940.0,1150259.0,6367885.0,6287057.0,4149457.62,0.09,745.05,,,206.53,13.75,8.89,4.86,3.0729,731.3,Selic_Alta_>=13pct,Recessao_2015-16,False
AMBEV,Ambev S.A.,ABEV3,Bebidas,2015-09-30,2015,3,2015-Q3,772425.0,-8949642.0,9722067.0,0.0,772425.0,1716435.0,9866174.0,9780480.0,6455116.8,0.08,835.69,,,222.21,14.25,9.49,4.76,3.538,821.44,Selic_Alta_>=13pct,Recessao_2015-16,False
AMBEV,Ambev S.A.,ABEV3,Bebidas,2016-03-31,2016,1,2016-Q1,1955089.0,-11665072.0,13620161.0,0.0,1955089.0,771945.0,4444023.0,4396022.0,2901374.52,0.44,148.4,,,39.48,14.25,9.39,4.86,3.9022,134.15,Selic_Alta_>=13pct,Recessao_2015-16,False
AMBEV,Ambev S.A.,ABEV3,Bebidas,2016-06-30,2016,2,2016-Q2,1900476.0,-11719685.0,13620161.0,53662811.0,55563287.0,1364195.0,7843412.0,7519088.0,4962598.08,0.24,8.93,3.81,,71.78,14.25,8.84,5.41,3.5076,-5.32,Selic_Alta_>=13pct,Recessao_2015-16,False
AMBEV,Ambev S.A.,ABEV3,Bebidas,2016-09-30,2016,3,2016-Q3,2472601.0,-11147560.0,13620161.0,53662811.0,56135412.0,1997115.0,12114815.0,11737366.0,7746661.56,0.2,13.8,5.7,,80.77,14.25,8.48,5.77,3.246,-0.45,Selic_Alta_>=13pct,Recessao_2015-16,False
AMBEV,Ambev S.A.,ABEV3,Bebidas,2017-03-31,2017,1,2017-Q1,3372891.0,-4503958.0,7876849.0,0.0,3372891.0,1493457.0,4492522.0,4401681.0,2905109.46,0.75,86.13,,,44.28,12.25,4.57,7.68,3.1451,73.88,Selic_Mod_8a13pct,Periodo_Normal,False
AMBEV,Ambev S.A.,ABEV3,Bebidas,2017-06-30,2017,2,2017-Q2,3544036.0,-4332813.0,7876849.0,0.0,3544036.0,2529448.0,7850834.0,7700668.0,5082440.88,0.45,143.41,,,71.37,10.25,3.0,7.25,3.2174,133.16,Selic_Mod_8a13pct,Periodo_Normal,False
AMBEV,Ambev S.A.,ABEV3,Bebidas,2017-09-30,2017,3,2017-Q3,2169554.0,-5707295.0,7876849.0,0.0,2169554.0,3389909.0,11044929.0,10828122.0,7146560.52,0.2,329.4,,,156.25,8.25,2.54,5.71,3.164,321.15,Selic_Mod_8a13pct,Periodo_Normal,False
AMBEV,Ambev S.A.,ABEV3,Bebidas,2018-03-31,2018,1,2018-Q1,3446278.0,-6908249.0,10354527.0,0.0,3446278.0,996258.0,3550053.0,3500939.0,2310619.74,0.97,67.05,,,28.91,6.5,2.68,3.82,3.2433,60.55,Selic_Baixa_4a8pct,Periodo_Normal,False
AMBEV,Ambev S.A.,ABEV3,Bebidas,2018-06-30,2018,2,2018-Q2,3952984.0,-6401543.0,10354527.0,0.0,3952984.0,1817950.0,6618347.0,6545053.0,4319734.98,0.6,109.28,,,45.99,6.5,4.39,2.11,3.6056,102.78,Selic_Baixa_4a8pct,Periodo_Normal,False
AMBEV,Ambev S.A.,ABEV3,Bebidas,2018-09-30,2018,3,2018-Q3,4132834.0,-6221693.0,10354527.0,0.0,4132834.0,2679013.0,10319484.0,10154288.0,6701830.08,0.4,162.16,,,64.82,6.5,4.53,1.97,3.9505,155.66,Selic_Baixa_4a8pct,Periodo_Normal,False
AMBEV,Ambev S.A.,ABEV3,Bebidas,2019-03-31,2019,1,2019-Q1,2605094.0,-8858404.0,11463498.0,0.0,2605094.0,974763.0,3847562.0,3801334.0,2508880.44,0.68,96.31,,,37.42,6.5,4.58,1.92,3.7684,89.81,Selic_Baixa_4a8pct,Periodo_Normal,False
AMBEV,Ambev S.A.,ABEV3,Bebidas,2019-06-30,2019,2,2019-Q2,2612884.0,-8850614.0,11463498.0,0.0,2612884.0,2174759.0,7558264.0,7487012.0,4941427.92,0.35,189.12,,,83.23,6.5,3.37,3.13,3.9221,182.62,Selic_Baixa_4a8pct,Periodo_Normal,False
AMBEV,Ambev S.A.,ABEV3,Bebidas,2019-09-30,2019,3,2019-Q3,1844321.0,-9619177.0,11463498.0,0.0,1844321.0,3080783.0,11023350.0,10891996.0,7188717.36,0.17,389.78,,,167.04,5.5,2.89,2.61,3.9684,384.28,Selic_Baixa_4a8pct,Periodo_Normal,False
AMBEV,Ambev S.A.,ABEV3,Bebidas,2020-03-31,2020,1,2020-Q1,959487.0,-10941179.0,11900666.0,0.0,959487.0,959761.0,4068409.0,4053597.0,2675374.02,0.24,278.83,,,100.03,3.75,3.3,0.45,4.4657,275.08,Selic_Minima_<4pct,Pandemia_2020,False
AMBEV,Ambev S.A.,ABEV3,Bebidas,2020-06-30,2020,2,2020-Q2,2203362.0,-9697304.0,11900666.0,0.0,2203362.0,1777101.0,7683530.0,7601045.0,5016689.7,0.29,227.68,,,80.65,2.25,2.13,0.12,5.3854,225.43,Selic_Minima_<4pct,Pandemia_2020,False
AMBEV,Ambev S.A.,ABEV3,Bebidas,2020-09-30,2020,3,2020-Q3,2402641.0,-9498025.0,11900666.0,0.0,2402641.0,2950104.0,10872793.0,10733260.0,7083951.6,0.22,294.84,,,122.79,2.0,3.14,-1.14,5.3772,292.84,Selic_Minima_<4pct,Pandemia_2020,False
AMBEV,Ambev S.A.,ABEV3,Bebidas,2021-03-31,2021,1,2021-Q1,701589.0,-16388746.0,17090335.0,0.0,701589.0,1782643.0,3047160.0,3027787.0,1998339.42,0.23,284.83,,,254.09,2.75,6.1,-3.35,5.4833,282.08,Selic_Minima_<4pct,Espiral_Inflac_2021-22,False
AMBEV,Ambev S.A.,ABEV3,Bebidas,2021-06-30,2021,2,2021-Q2,559644.0,-16530691.0,17090335.0,0.0,559644.0,2812984.0,5037975.0,4929695.0,3253598.7,0.11,581.37,,,502.64,4.25,8.35,-4.1,5.2907,577.12,Selic_Baixa_4a8pct,Espiral_Inflac_2021-22,False
AMBEV,Ambev S.A.,ABEV3,Bebidas,2021-09-30,2021,3,2021-Q3,620127.0,-16470208.0,17090335.0,0.0,620127.0,4327237.0,8671583.0,8505511.0,5613637.26,0.07,905.24,,,697.8,6.25,10.25,-4.0,5.2286,898.99,Selic_Baixa_4a8pct,Espiral_Inflac_2021-22,False
AMBEV,Ambev S.A.,ABEV3,Bebidas,2022-03-31,2022,1,2022-Q1,599211.0,-16028487.0,16627698.0,0.0,599211.0,1444395.0,4005945.0,3979708.0,2626607.28,0.15,438.34,,,241.05,11.75,11.3,0.45,5.2299,426.59,Selic_Mod_8a13pct,Espiral_Inflac_2021-22,False
AMBEV,Ambev S.A.,ABEV3,Bebidas,2022-06-30,2022,2,2022-Q2,764631.0,-15863067.0,16627698.0,0.0,764631.0,2405939.0,7967528.0,7874091.0,5196900.06,0.1,679.66,,,314.65,13.25,11.89,1.36,4.9266,666.41,Selic_Alta_>=13pct,Espiral_Inflac_2021-22,False
AMBEV,Ambev S.A.,ABEV3,Bebidas,2022-09-30,2022,3,2022-Q3,735700.0,-15891998.0,16627698.0,0.0,735700.0,3778292.0,12016385.0,11872790.0,7836041.4,0.06,1065.11,,,513.56,13.75,7.17,6.58,5.2462,1051.36,Selic_Alta_>=13pct,Espiral_Inflac_2021-22,False
AMBEV,Ambev S.A.,ABEV3,Bebidas,2023-03-31,2023,1,2023-Q1,945000.0,-13981435.0,14926435.0,0.0,945000.0,1623093.0,4172765.0,4162327.0,2747135.82,0.23,290.7,,,171.76,13.75,4.65,9.1,5.1963,276.95,Selic_Alta_>=13pct,Periodo_Normal,False
AMBEV,Ambev S.A.,ABEV3,Bebidas,2023-06-30,2023,2,2023-Q2,873432.0,-14053003.0,14926435.0,0.0,873432.0,3452558.0,8246594.0,8196411.0,5409631.26,0.11,619.35,,,395.29,13.75,3.16,10.59,4.9485,605.6,Selic_Alta_>=13pct,Periodo_Normal,False
AMBEV,Ambev S.A.,ABEV3,Bebidas,2023-09-30,2023,3,2023-Q3,881457.0,-14044978.0,14926435.0,0.0,881457.0,5791307.0,12400677.0,12251378.0,8085909.48,0.07,917.33,,,657.02,12.75,5.19,7.56,4.8803,904.58,Selic_Mod_8a13pct,Periodo_Normal,False
AMBEV,Ambev S.A.,ABEV3,Bebidas,2024-03-31,2024,1,2024-Q1,1244715.0,-14814288.0,16059003.0,0.0,1244715.0,1012469.0,4899539.0,4875526.0,3217847.16,0.25,258.52,,,81.34,10.75,3.93,6.82,4.9515,247.77,Selic_Mod_8a13pct,Periodo_Normal,False
AMBEV,Ambev S.A.,ABEV3,Bebidas,2024-06-30,2024,2,2024-Q2,950238.0,-15108765.0,16059003.0,0.0,950238.0,905076.0,8393028.0,8320943.0,5491822.38,0.11,577.94,,,95.25,10.5,4.23,6.27,5.2129,567.44,Selic_Mod_8a13pct,Periodo_Normal,False
AMBEV,Ambev S.A.,ABEV3,Bebidas,2024-09-30,2024,3,2024-Q3,880374.0,-15178629.0,16059003.0,0.0,880374.0,4456875.0,13325822.0,13218521.0,8724223.86,0.07,990.97,,,506.25,10.75,4.42,6.33,5.5454,980.22,Selic_Mod_8a13pct,Periodo_Normal,False
AMERICANAS,Lojas Americanas S.A.,AMER3,Varejo,2011-03-31,2011,1,2011-Q1,351888.0,336605.0,15283.0,0.0,351888.0,118012.0,139498.0,84897.0,56032.02,2.52,15.92,,,33.54,11.75,6.3,5.45,1.6673,4.17,Selic_Mod_8a13pct,Periodo_Normal,True
AMERICANAS,Lojas Americanas S.A.,AMER3,Varejo,2011-06-30,2011,2,2011-Q2,351888.0,336605.0,15283.0,0.0,351888.0,221603.0,291785.0,186197.0,122890.02,1.21,34.92,,,62.98,12.25,6.71,5.54,1.5962,22.67,Selic_Mod_8a13pct,Periodo_Normal,True
AMERICANAS,Lojas Americanas S.A.,AMER3,Varejo,2011-09-30,2011,3,2011-Q3,351888.0,336605.0,15283.0,0.0,351888.0,335138.0,464163.0,290025.0,191416.5,0.76,54.4,,,95.24,12.0,7.31,4.69,1.6357,42.4,Selic_Mod_8a13pct,Periodo_Normal,True
AMERICANAS,Lojas Americanas S.A.,AMER3,Varejo,2012-03-31,2012,1,2012-Q1,1305439.0,1290142.0,15297.0,0.0,1305439.0,120772.0,86901.0,76020.0,50173.2,15.02,3.84,,,9.25,9.75,5.24,4.51,1.7701,-5.91,Selic_Mod_8a13pct,Periodo_Normal,True
AMERICANAS,Lojas Americanas S.A.,AMER3,Varejo,2012-06-30,2012,2,2012-Q2,1305439.0,1290142.0,15297.0,0.0,1305439.0,265836.0,198038.0,136578.0,90141.48,6.59,6.91,,,20.36,8.5,4.92,3.58,1.9641,-1.59,Selic_Mod_8a13pct,Periodo_Normal,True
AMERICANAS,Lojas Americanas S.A.,AMER3,Varejo,2012-09-30,2012,3,2012-Q3,1305439.0,1290142.0,15297.0,0.0,1305439.0,437534.0,321912.0,171440.0,113150.4,4.06,8.67,,,33.52,7.5,5.28,2.22,2.0288,1.17,Selic_Baixa_4a8pct,Periodo_Normal,True
AMERICANAS,Lojas Americanas S.A.,AMER3,Varejo,2013-03-31,2013,1,2013-Q1,1593072.0,1556805.0,36267.0,0.0,1593072.0,151997.0,74928.0,28391.0,18738.06,21.26,1.18,,,9.54,7.25,6.59,0.66,1.9976,-6.07,Selic_Baixa_4a8pct,Periodo_Normal,True
AMERICANAS,Lojas Americanas S.A.,AMER3,Varejo,2013-06-30,2013,2,2013-Q2,1593072.0,1556805.0,36267.0,0.0,1593072.0,303159.0,87984.0,64227.0,42389.82,18.11,2.66,,,19.03,8.0,6.7,1.3,2.0673,-5.34,Selic_Mod_8a13pct,Periodo_Normal,True
AMERICANAS,Lojas Americanas S.A.,AMER3,Varejo,2013-09-30,2013,3,2013-Q3,1593072.0,1556805.0,36267.0,0.0,1593072.0,456219.0,150318.0,100628.0,66414.48,10.6,4.17,,,28.64,9.0,5.86,3.14,2.288,-4.83,Selic_Mod_8a13pct,Periodo_Normal,True
AMERICANAS,Lojas Americanas S.A.,AMER3,Varejo,2014-03-31,2014,1,2014-Q1,2329893.0,2240392.0,89501.0,0.0,2329893.0,169746.0,90877.0,33271.0,21958.86,25.64,0.94,,,7.29,10.75,6.15,4.6,2.3652,-9.81,Selic_Mod_8a13pct,Periodo_Normal,True
AMERICANAS,Lojas Americanas S.A.,AMER3,Varejo,2014-06-30,2014,2,2014-Q2,2329893.0,2240392.0,89501.0,0.0,2329893.0,330138.0,428779.0,74102.0,48907.32,5.43,2.1,,,14.17,11.0,6.52,4.48,2.2296,-8.9,Selic_Mod_8a13pct,Periodo_Normal,True
AMERICANAS,Lojas Americanas S.A.,AMER3,Varejo,2014-09-30,2014,3,2014-Q3,2329893.0,2240392.0,89501.0,0.0,2329893.0,513974.0,226481.0,143410.0,94650.6,10.29,4.06,,,22.06,11.0,6.75,4.25,2.2745,-6.94,Selic_Mod_8a13pct,Periodo_Normal,True
AMERICANAS,Lojas Americanas S.A.,AMER3,Varejo,2015-03-31,2015,1,2015-Q1,1450931.0,1255582.0,195349.0,0.0,1450931.0,255878.0,130937.0,76068.0,50204.88,11.08,3.46,,,17.64,12.75,8.13,4.62,2.8702,-9.29,Selic_Mod_8a13pct,Recessao_2015-16,True
AMERICANAS,Lojas Americanas S.A.,AMER3,Varejo,2015-06-30,2015,2,2015-Q2,1443992.0,1248643.0,195349.0,0.0,1443992.0,499209.0,160873.0,145994.0,96356.04,8.98,6.67,,,34.57,13.75,8.89,4.86,3.0729,-7.08,Selic_Alta_>=13pct,Recessao_2015-16,True
AMERICANAS,Lojas Americanas S.A.,AMER3,Varejo,2015-09-30,2015,3,2015-Q3,1465523.0,1270174.0,195349.0,0.0,1465523.0,774322.0,284133.0,230295.0,151994.7,5.16,10.37,,,52.84,14.25,9.49,4.76,3.538,-3.88,Selic_Alta_>=13pct,Recessao_2015-16,True
AMERICANAS,Lojas Americanas S.A.,AMER3,Varejo,2016-03-31,2016,1,2016-Q1,3099240.0,2769816.0,329424.0,0.0,3099240.0,240939.0,131877.0,76813.0,50696.58,23.5,1.64,,,7.77,14.25,9.39,4.86,3.9022,-12.61,Selic_Alta_>=13pct,Recessao_2015-16,True
AMERICANAS,Lojas Americanas S.A.,AMER3,Varejo,2016-06-30,2016,2,2016-Q2,3065445.0,2736021.0,329424.0,0.0,3065445.0,492090.0,239951.0,141286.0,93248.76,12.78,3.04,,,16.05,14.25,8.84,5.41,3.5076,-11.21,Selic_Alta_>=13pct,Recessao_2015-16,True
AMERICANAS,Lojas Americanas S.A.,AMER3,Varejo,2016-09-30,2016,3,2016-Q3,3065445.0,2736021.0,329424.0,0.0,3065445.0,802479.0,385984.0,162606.0,107319.96,7.94,3.5,,,26.18,14.25,8.48,5.77,3.246,-10.75,Selic_Alta_>=13pct,Recessao_2015-16,True
AMERICANAS,Lojas Americanas S.A.,AMER3,Varejo,2017-03-31,2017,1,2017-Q1,3164008.0,2939760.0,224248.0,0.0,3164008.0,387400.0,166139.0,42044.0,27749.04,19.04,0.88,,,12.24,12.25,4.57,7.68,3.1451,-11.37,Selic_Mod_8a13pct,Periodo_Normal,True
AMERICANAS,Lojas Americanas S.A.,AMER3,Varejo,2017-06-30,2017,2,2017-Q2,3164008.0,2939760.0,224248.0,0.0,3164008.0,711841.0,438639.0,128598.0,84874.68,7.21,2.68,,,22.5,10.25,3.0,7.25,3.2174,-7.57,Selic_Mod_8a13pct,Periodo_Normal,True
AMERICANAS,Lojas Americanas S.A.,AMER3,Varejo,2017-09-30,2017,3,2017-Q3,3164008.0,2939760.0,224248.0,0.0,3164008.0,1102546.0,603942.0,187091.0,123480.06,5.24,3.9,,,34.85,8.25,2.54,5.71,3.164,-4.35,Selic_Mod_8a13pct,Periodo_Normal,True
AMERICANAS,Lojas Americanas S.A.,AMER3,Varejo,2018-03-31,2018,1,2018-Q1,5013382.0,3543882.0,1469500.0,0.0,5013382.0,341884.0,43131.0,-54496.0,-35967.36,116.24,-0.72,,,6.82,6.5,2.68,3.82,3.2433,-7.22,Selic_Baixa_4a8pct,Periodo_Normal,True
AMERICANAS,Lojas Americanas S.A.,AMER3,Varejo,2018-06-30,2018,2,2018-Q2,5013382.0,3543882.0,1469500.0,0.0,5013382.0,630114.0,94291.0,-63718.0,-42053.88,53.17,-0.84,,,12.57,6.5,4.39,2.11,3.6056,-7.34,Selic_Baixa_4a8pct,Periodo_Normal,True
AMERICANAS,Lojas Americanas S.A.,AMER3,Varejo,2018-09-30,2018,3,2018-Q3,5013382.0,3543882.0,1469500.0,0.0,5013382.0,909008.0,153450.0,-52491.0,-34644.06,32.67,-0.69,,,18.13,6.5,4.53,1.97,3.9505,-7.19,Selic_Baixa_4a8pct,Periodo_Normal,True
AMERICANAS,Lojas Americanas S.A.,AMER3,Varejo,2019-03-31,2019,1,2019-Q1,5479712.0,2359764.0,3119948.0,0.0,5479712.0,245135.0,9466.0,-49502.0,-32671.32,578.88,-0.6,,-3501.18,4.47,6.5,4.58,1.92,3.7684,-7.1,Selic_Baixa_4a8pct,Periodo_Normal,True
AMERICANAS,Lojas Americanas S.A.,AMER3,Varejo,2019-06-30,2019,2,2019-Q2,5479712.0,2359764.0,3119948.0,0.0,5479712.0,489940.0,38362.0,-79275.0,-52321.5,142.84,-0.95,,,8.94,6.5,3.37,3.13,3.9221,-7.45,Selic_Baixa_4a8pct,Periodo_Normal,True
AMERICANAS,Lojas Americanas S.A.,AMER3,Varejo,2019-09-30,2019,3,2019-Q3,5479712.0,2359764.0,3119948.0,0.0,5479712.0,748830.0,94363.0,-86635.0,-57179.1,58.07,-1.04,,,13.67,5.5,2.89,2.61,3.9684,-6.54,Selic_Baixa_4a8pct,Periodo_Normal,True
AMERICANAS,Lojas Americanas S.A.,AMER3,Varejo,2020-03-31,2020,1,2020-Q1,5416565.0,1880758.0,3535807.0,0.0,5416565.0,275968.0,20345.0,-54871.0,-36214.86,266.24,-0.67,,,5.09,3.75,3.3,0.45,4.4657,-4.42,Selic_Minima_<4pct,Pandemia_2020,True
AMERICANAS,Lojas Americanas S.A.,AMER3,Varejo,2020-06-30,2020,2,2020-Q2,5416565.0,1880758.0,3535807.0,0.0,5416565.0,556312.0,51925.0,-85368.0,-56342.88,104.32,-1.04,,,10.27,2.25,2.13,0.12,5.3854,-3.29,Selic_Minima_<4pct,Pandemia_2020,True
AMERICANAS,Lojas Americanas S.A.,AMER3,Varejo,2020-09-30,2020,3,2020-Q3,5416565.0,1880758.0,3535807.0,0.0,5416565.0,832183.0,108102.0,-79703.0,-52603.98,50.11,-0.97,,,15.36,2.0,3.14,-1.14,5.3772,-2.97,Selic_Minima_<4pct,Pandemia_2020,True
AMERICANAS,Lojas Americanas S.A.,AMER3,Varejo,2021-03-31,2021,1,2021-Q1,3994770.0,-2639517.0,6634287.0,0.0,3994770.0,207996.0,2973.0,-44455.0,-29340.3,1343.68,-0.73,,,5.21,2.75,6.1,-3.35,5.4833,-3.48,Selic_Minima_<4pct,Espiral_Inflac_2021-22,True
AMERICANAS,Lojas Americanas S.A.,AMER3,Varejo,2021-06-30,2021,2,2021-Q2,3994770.0,-2639517.0,6634287.0,0.0,3994770.0,409223.0,45007.0,-37233.0,-24573.78,88.76,-0.62,,,10.24,4.25,8.35,-4.1,5.2907,-4.87,Selic_Baixa_4a8pct,Espiral_Inflac_2021-22,True
AMERICANAS,Lojas Americanas S.A.,AMER3,Varejo,2021-09-30,2021,3,2021-Q3,3994770.0,-2639517.0,6634287.0,0.0,3994770.0,586218.0,96818.0,8949.0,5906.34,41.26,0.15,,,14.67,6.25,10.25,-4.0,5.2286,-6.1,Selic_Baixa_4a8pct,Espiral_Inflac_2021-22,True
AMERICANAS,Lojas Americanas S.A.,AMER3,Varejo,2022-03-31,2022,1,2022-Q1,4058209.0,1351321.0,2706888.0,144590.0,4202799.0,200705.0,-48122.0,-97537.0,-64374.42,,-1.53,-94.98,,4.95,11.75,11.3,0.45,5.2299,-13.28,Selic_Mod_8a13pct,Espiral_Inflac_2021-22,True
AMERICANAS,Lojas Americanas S.A.,AMER3,Varejo,2022-06-30,2022,2,2022-Q2,4058207.0,1351319.0,2706888.0,144590.0,4202797.0,365740.0,8877.0,-31694.0,-20918.04,457.16,-0.5,-67.71,,9.01,13.25,11.89,1.36,4.9266,-13.75,Selic_Alta_>=13pct,Espiral_Inflac_2021-22,True
AMERICANAS,Lojas Americanas S.A.,AMER3,Varejo,2022-09-30,2022,3,2022-Q3,4058207.0,1351319.0,2706888.0,144590.0,4202797.0,820866.0,535850.0,260920.0,172207.2,7.57,4.1,-146.31,,20.23,13.75,7.17,6.58,5.2462,-9.65,Selic_Alta_>=13pct,Espiral_Inflac_2021-22,True
AMERICANAS,Lojas Americanas S.A.,AMER3,Varejo,2023-03-31,2023,1,2023-Q1,10371000.0,7894000.0,2477000.0,0.0,10371000.0,1323000.0,-1151000.0,-1231000.0,-812460.0,,-7.83,,,12.76,13.75,4.65,9.1,5.1963,-21.58,Selic_Alta_>=13pct,Periodo_Normal,True
AMERICANAS,Lojas Americanas S.A.,AMER3,Varejo,2023-06-30,2023,2,2023-Q2,10372000.0,7895000.0,2477000.0,0.0,10372000.0,2974000.0,-1409000.0,-1602000.0,-1057320.0,,-10.19,,,28.67,13.75,3.16,10.59,4.9485,-23.94,Selic_Alta_>=13pct,Periodo_Normal,True
AMERICANAS,Lojas Americanas S.A.,AMER3,Varejo,2023-09-30,2023,3,2023-Q3,10167000.0,7690000.0,2477000.0,0.0,10167000.0,4582000.0,-2002000.0,-2510000.0,-1656600.0,,-16.29,,,45.07,12.75,5.19,7.56,4.8803,-29.04,Selic_Mod_8a13pct,Periodo_Normal,True
AMERICANAS,Lojas Americanas S.A.,AMER3,Varejo,2024-03-31,2024,1,2024-Q1,8596000.0,6838000.0,1758000.0,0.0,8596000.0,2804000.0,-844000.0,-846000.0,-558360.0,,-6.5,,,32.62,10.75,3.93,6.82,4.9515,-17.25,Selic_Mod_8a13pct,Periodo_Normal,True
AMERICANAS,Lojas Americanas S.A.,AMER3,Varejo,2024-06-30,2024,2,2024-Q2,8596000.0,6838000.0,1758000.0,0.0,8596000.0,3435000.0,-1771000.0,-1777000.0,-1172820.0,,-13.64,,,39.96,10.5,4.23,6.27,5.2129,-24.14,Selic_Mod_8a13pct,Periodo_Normal,True
AMERICANAS,Lojas Americanas S.A.,AMER3,Varejo,2024-09-30,2024,3,2024-Q3,8748000.0,6990000.0,1758000.0,0.0,8748000.0,4275000.0,-2209000.0,-2211000.0,-1459260.0,,-16.68,,,48.87,10.75,4.42,6.33,5.5454,-27.43,Selic_Mod_8a13pct,Periodo_Normal,True
BANCODOBRASIL,Banco do Brasil S.A.,BBAS3,Financeiro,2011-03-31,2011,1,2011-Q1,,,,,,,,,,,,,,,11.75,6.3,5.45,1.6673,,Selic_Mod_8a13pct,Periodo_Normal,False
BANCODOBRASIL,Banco do Brasil S.A.,BBAS3,Financeiro,2011-06-30,2011,2,2011-Q2,,,,,,,,,,,,,,,12.25,6.71,5.54,1.5962,,Selic_Mod_8a13pct,Periodo_Normal,False
BANCODOBRASIL,Banco do Brasil S.A.,BBAS3,Financeiro,2011-09-30,2011,3,2011-Q3,,,,,,,,,,,,,,,12.0,7.31,4.69,1.6357,,Selic_Mod_8a13pct,Periodo_Normal,False
BANCODOBRASIL,Banco do Brasil S.A.,BBAS3,Financeiro,2011-12-31,2011,4,2011-Q4,,,,,,,,,,,,,,,11.0,6.5,4.5,1.8012,,Selic_Mod_8a13pct,Periodo_Normal,False
BANCODOBRASIL,Banco do Brasil S.A.,BBAS3,Financeiro,2012-03-31,2012,1,2012-Q1,,,,,,,,,,,,,,,9.75,5.24,4.51,1.7701,,Selic_Mod_8a13pct,Periodo_Normal,False
