empresa_key,empresa_nome,ticker_yahoo,ticker_b3,moeda,setor,data_referencia,ano,mes,trimestre,periodo,preco_fechamento,volume_medio,market_cap_bi,pl_ratio,ev_ebitda,cambio_brl_usd,choque_periodo
AMERICANAS,Lojas Americanas S.A.,AMER3.SA,AMER3,BRL,Varejo,2023-01-01,2023,1,1,2023-Q1,175.0,23762139.0,35.043,7.895522,4.895,5.0993,Periodo_Normal
AMERICANAS,Lojas Americanas S.A.,AMER3.SA,AMER3,BRL,Varejo,2023-02-01,2023,2,1,2023-Q1,100.0,17511549.0,20.024,7.895522,4.895,5.2078,Periodo_Normal
AMERICANAS,Lojas Americanas S.A.,AMER3.SA,AMER3,BRL,Varejo,2023-03-01,2023,3,1,2023-Q1,100.0,9717969.0,20.024,7.895522,4.895,5.0804,Periodo_Normal
AMERICANAS,Lojas Americanas S.A.,AMER3.SA,AMER3,BRL,Varejo,2023-04-01,2023,4,2,2023-Q2,104.0,5827691.0,20.825,7.895522,4.895,5.0007,Periodo_Normal
AMERICANAS,Lojas Americanas S.A.,AMER3.SA,AMER3,BRL,Varejo,2023-05-01,2023,5,2,2023-Q2,108.0,3442864.0,21.626,7.895522,4.895,5.0959,Periodo_Normal
AMERICANAS,Lojas Americanas S.A.,AMER3.SA,AMER3,BRL,Varejo,2023-06-01,2023,6,2,2023-Q2,117.0,4572919.0,23.429,7.895522,4.895,4.8192,Periodo_Normal
AMERICANAS,Lojas Americanas S.A.,AMER3.SA,AMER3,BRL,Varejo,2023-07-01,2023,7,3,2023-Q3,113.0,2083831.0,22.628,7.895522,4.895,4.7415,Periodo_Normal
AMERICANAS,Lojas Americanas S.A.,AMER3.SA,AMER3,BRL,Varejo,2023-08-01,2023,8,3,2023-Q3,87.0,2229438.0,17.421,7.895522,4.895,4.9219,Periodo_Normal
AMERICANAS,Lojas Americanas S.A.,AMER3.SA,AMER3,BRL,Varejo,2023-09-01,2023,9,3,2023-Q3,95.0,2082158.0,19.023,7.895522,4.895,5.0076,Periodo_Normal
AMERICANAS,Lojas Americanas S.A.,AMER3.SA,AMER3,BRL,Varejo,2023-10-01,2023,10,4,2023-Q4,85.0,1879583.0,17.021,7.895522,4.895,5.0575,Periodo_Normal
AMERICANAS,Lojas Americanas S.A.,AMER3.SA,AMER3,BRL,Varejo,2023-11-01,2023,11,4,2023-Q4,92.0,5696899.0,18.423,7.895522,4.895,4.9355,Periodo_Normal
AMERICANAS,Lojas Americanas S.A.,AMER3.SA,AMER3,BRL,Varejo,2023-12-01,2023,12,4,2023-Q4,91.0,4454867.0,18.222,7.895522,4.895,4.8413,Periodo_Normal
AMERICANAS,Lojas Americanas S.A.,AMER3.SA,AMER3,BRL,Varejo,2024-01-01,2024,1,1,2024-Q1,82.0,3322749.0,16.42,7.895522,4.895,4.9535,Periodo_Normal
AMERICANAS,Lojas Americanas S.A.,AMER3.SA,AMER3,BRL,Varejo,2024-02-01,2024,2,1,2024-Q1,51.0,4373723.0,10.212,7.895522,4.895,4.9833,Periodo_Normal
AMERICANAS,Lojas Americanas S.A.,AMER3.SA,AMER3,BRL,Varejo,2024-03-01,2024,3,1,2024-Q1,65.0,2842816.0,13.016,7.895522,4.895,4.9962,Periodo_Normal
AMERICANAS,Lojas Americanas S.A.,AMER3.SA,AMER3,BRL,Varejo,2024-04-01,2024,4,2,2024-Q2,56.0,3773245.0,11.214,7.895522,4.895,5.1718,Periodo_Normal
AMERICANAS,Lojas Americanas S.A.,AMER3.SA,AMER3,BRL,Varejo,2024-05-01,2024,5,2,2024-Q2,46.0,2986969.0,9.211,7.895522,4.895,5.2416,Periodo_Normal
AMERICANAS,Lojas Americanas S.A.,AMER3.SA,AMER3,BRL,Varejo,2024-06-01,2024,6,2,2024-Q2,39.0,3832274.0,7.81,7.895522,4.895,5.5589,Periodo_Normal
AMERICANAS,Lojas Americanas S.A.,AMER3.SA,AMER3,BRL,Varejo,2024-07-01,2024,7,3,2024-Q3,55.0,9752344.0,11.013,7.895522,4.895,5.6621,Periodo_Normal
AMERICANAS,Lojas Americanas S.A.,AMER3.SA,AMER3,BRL,Varejo,2024-08-01,2024,8,3,2024-Q3,5.769999980926514,125394694.0,1.155,7.895522,4.895,5.6562,Periodo_Normal
AMERICANAS,Lojas Americanas S.A.,AMER3.SA,AMER3,BRL,Varejo,2024-09-01,2024,9,3,2024-Q3,4.650000095367432,115645100.0,0.931,7.895522,4.895,5.4481,Periodo_Normal
AMERICANAS,Lojas Americanas S.A.,AMER3.SA,AMER3,BRL,Varejo,2024-10-01,2024,10,4,2024-Q4,3.700000047683716,45829300.0,0.741,7.895522,4.895,5.7779,Periodo_Normal
AMERICANAS,Lojas Americanas S.A.,AMER3.SA,AMER3,BRL,Varejo,2024-11-01,2024,11,4,2024-Q4,8.270000457763672,244089100.0,1.656,7.895522,4.895,6.0535,Periodo_Normal
AMERICANAS,Lojas Americanas S.A.,AMER3.SA,AMER3,BRL,Varejo,2024-12-01,2024,12,4,2024-Q4,6.199999809265137,47936400.0,1.242,7.895522,4.895,6.1923,Periodo_Normal
BANCODOBRASIL,Banco do Brasil S.A.,BBAS3.SA,BBAS3,BRL,Financeiro,2011-01-01,2011,1,1,2011-Q1,5.118285655975342,181815400.0,29.219,9.2252245,,1.6734,Periodo_Normal
BANCODOBRASIL,Banco do Brasil S.A.,BBAS3.SA,BBAS3,BRL,Financeiro,2011-02-01,2011,2,1,2011-Q1,5.116565227508545,228366650.0,29.209,9.2252245,,1.6612,Periodo_Normal
BANCODOBRASIL,Banco do Brasil S.A.,BBAS3.SA,BBAS3,BRL,Financeiro,2011-03-01,2011,3,1,2011-Q1,5.136817932128906,185045000.0,29.324,9.2252245,,1.6287,Periodo_Normal
BANCODOBRASIL,Banco do Brasil S.A.,BBAS3.SA,BBAS3,BRL,Financeiro,2011-04-01,2011,4,2,2011-Q2,5.077127456665039,176668200.0,28.984,9.2252245,,1.5733,Periodo_Normal
BANCODOBRASIL,Banco do Brasil S.A.,BBAS3.SA,BBAS3,BRL,Financeiro,2011-05-01,2011,5,2,2011-Q2,4.912502288818359,196521086.0,28.044,9.2252245,,1.5799,Periodo_Normal
BANCODOBRASIL,Banco do Brasil S.A.,BBAS3.SA,BBAS3,BRL,Financeiro,2011-06-01,2011,6,2,2011-Q2,4.932154655456543,199641800.0,28.156,9.2252245,,1.5611,Periodo_Normal
BANCODOBRASIL,Banco do Brasil S.A.,BBAS3.SA,BBAS3,BRL,Financeiro,2011-07-01,2011,7,3,2011-Q3,4.678088188171387,197262416.0,26.706,9.2252245,,1.5563,Periodo_Normal
BANCODOBRASIL,Banco do Brasil S.A.,BBAS3.SA,BBAS3,BRL,Financeiro,2011-08-01,2011,8,3,2011-Q3,4.752793312072754,310238400.0,27.132,9.2252245,,1.5872,Periodo_Normal
BANCODOBRASIL,Banco do Brasil S.A.,BBAS3.SA,BBAS3,BRL,Financeiro,2011-09-01,2011,9,3,2011-Q3,4.4558916091918945,245596200.0,25.437,9.2252245,,1.8544,Periodo_Normal
BANCODOBRASIL,Banco do Brasil S.A.,BBAS3.SA,BBAS3,BRL,Financeiro,2011-10-01,2011,10,4,2011-Q4,4.6981072425842285,268968400.0,26.82,9.2252245,,1.6885,Periodo_Normal
BANCODOBRASIL,Banco do Brasil S.A.,BBAS3.SA,BBAS3,BRL,Financeiro,2011-11-01,2011,11,4,2011-Q4,4.389736175537109,224369800.0,25.06,9.2252245,,1.8109,Periodo_Normal
BANCODOBRASIL,Banco do Brasil S.A.,BBAS3.SA,BBAS3,BRL,Financeiro,2011-12-01,2011,12,4,2011-Q4,4.320982456207275,245357800.0,24.667,9.2252245,,1.8758,Periodo_Normal
BANCODOBRASIL,Banco do Brasil S.A.,BBAS3.SA,BBAS3,BRL,Financeiro,2012-01-01,2012,1,1,2012-Q1,5.017359256744385,287516800.0,28.643,9.2252245,,1.7391,Periodo_Normal
BANCODOBRASIL,Banco do Brasil S.A.,BBAS3.SA,BBAS3,BRL,Financeiro,2012-02-01,2012,2,1,2012-Q1,5.1022419929504395,287728000.0,29.127,9.2252245,,1.7092,Periodo_Normal
BANCODOBRASIL,Banco do Brasil S.A.,BBAS3.SA,BBAS3,BRL,Financeiro,2012-03-01,2012,3,1,2012-Q1,4.815542697906494,235624000.0,27.49,9.2252245,,1.8221,Periodo_Normal
BANCODOBRASIL,Banco do Brasil S.A.,BBAS3.SA,BBAS3,BRL,Financeiro,2012-04-01,2012,4,2,2012-Q2,4.423367500305176,272445200.0,25.252,9.2252245,,1.8918,Periodo_Normal
BANCODOBRASIL,Banco do Brasil S.A.,BBAS3.SA,BBAS3,BRL,Financeiro,2012-05-01,2012,5,2,2012-Q2,3.751795530319214,328641000.0,21.418,9.2252245,,2.0223,Periodo_Normal
BANCODOBRASIL,Banco do Brasil S.A.,BBAS3.SA,BBAS3,BRL,Financeiro,2012-06-01,2012,6,2,2012-Q2,3.674044370651245,248233400.0,20.974,9.2252245,,2.0213,Periodo_Normal
BANCODOBRASIL,Banco do Brasil S.A.,BBAS3.SA,BBAS3,BRL,Financeiro,2012-07-01,2012,7,3,2012-Q3,4.161656379699707,275114800.0,23.758,9.2252245,,2.0499,Periodo_Normal
BANCODOBRASIL,Banco do Brasil S.A.,BBAS3.SA,BBAS3,BRL,Financeiro,2012-08-01,2012,8,3,2012-Q3,4.425102233886719,312244600.0,25.262,9.2252245,,2.0372,Periodo_Normal
BANCODOBRASIL,Banco do Brasil S.A.,BBAS3.SA,BBAS3,BRL,Financeiro,2012-09-01,2012,9,3,2012-Q3,4.759706497192383,264854800.0,27.172,9.2252245,,2.0306,Periodo_Normal
BANCODOBRASIL,Banco do Brasil S.A.,BBAS3.SA,BBAS3,BRL,Financeiro,2012-10-01,2012,10,4,2012-Q4,4.206603527069092,306590000.0,24.014,9.2252245,,2.0313,Periodo_Normal
BANCODOBRASIL,Banco do Brasil S.A.,BBAS3.SA,BBAS3,BRL,Financeiro,2012-11-01,2012,11,4,2012-Q4,4.253194332122803,238681000.0,24.28,9.2252245,,2.1074,Periodo_Normal
BANCODOBRASIL,Banco do Brasil S.A.,BBAS3.SA,BBAS3,BRL,Financeiro,2012-12-01,2012,12,4,2012-Q4,4.995044708251953,200662800.0,28.515,9.2252245,,2.0435,Periodo_Normal
BANCODOBRASIL,Banco do Brasil S.A.,BBAS3.SA,BBAS3,BRL,Financeiro,2013-01-01,2013,1,1,2013-Q1,4.822677135467529,310982600.0,27.531,9.2252245,,1.9883,Periodo_Normal
BANCODOBRASIL,Banco do Brasil S.A.,BBAS3.SA,BBAS3,BRL,Financeiro,2013-02-01,2013,2,1,2013-Q1,5.206119537353516,238488800.0,29.72,9.2252245,,1.9754,Periodo_Normal
BANCODOBRASIL,Banco do Brasil S.A.,BBAS3.SA,BBAS3,BRL,Financeiro,2013-03-01,2013,3,1,2013-Q1,5.316803932189941,262420000.0,30.352,9.2252245,,2.0138,Periodo_Normal
BANCODOBRASIL,Banco do Brasil S.A.,BBAS3.SA,BBAS3,BRL,Financeiro,2013-04-01,2013,4,2,2013-Q2,5.090424060821533,344961800.0,29.06,9.2252245,,2.0017,Periodo_Normal
BANCODOBRASIL,Banco do Brasil S.A.,BBAS3.SA,BBAS3,BRL,Financeiro,2013-05-01,2013,5,2,2013-Q2,5.120664119720459,272753200.0,29.232,9.2252245,,2.1319,Periodo_Normal
BANCODOBRASIL,Banco do Brasil S.A.,BBAS3.SA,BBAS3,BRL,Financeiro,2013-06-01,2013,6,2,2013-Q2,4.464017868041992,372709000.0,25.484,9.2252245,,2.2156,Periodo_Normal
