empresa_key,empresa_nome,ticker_yahoo,ticker_b3,moeda,setor,data_referencia,ano,mes,trimestre,periodo,preco_fechamento,volume_medio,market_cap_bi,pl_ratio,ev_ebitda,cambio_brl_usd,choque_periodo
AMBEV,Ambev S.A.,ABEV3.SA,ABEV3,BRL,Bebidas,2012-03-01,2012,3,1,2012-Q1,6.908527851104736,21127601.0,107.584,15.989899,8.52,1.8221,Periodo_Normal
AMBEV,Ambev S.A.,ABEV3.SA,ABEV3,BRL,Bebidas,2012-04-01,2012,4,2,2012-Q2,7.497143745422363,19263261.0,116.751,15.989899,8.52,1.8918,Periodo_Normal
AMBEV,Ambev S.A.,ABEV3.SA,ABEV3,BRL,Bebidas,2012-05-01,2012,5,2,2012-Q2,6.961078643798828,23845421.0,108.403,15.989899,8.52,2.0223,Periodo_Normal
AMBEV,Ambev S.A.,ABEV3.SA,ABEV3,BRL,Bebidas,2012-06-01,2012,6,2,2012-Q2,7.024471282958984,59698077.0,109.39,15.989899,8.52,2.0213,Periodo_Normal
AMBEV,Ambev S.A.,ABEV3.SA,ABEV3,BRL,Bebidas,2012-07-01,2012,7,3,2012-Q3,7.193115234375,15396061.0,112.016,15.989899,8.52,2.0499,Periodo_Normal
AMBEV,Ambev S.A.,ABEV3.SA,ABEV3,BRL,Bebidas,2012-08-01,2012,8,3,2012-Q3,7.133824348449707,24210956.0,111.093,15.989899,8.52,2.0372,Periodo_Normal
AMBEV,Ambev S.A.,ABEV3.SA,ABEV3,BRL,Bebidas,2012-09-01,2012,9,3,2012-Q3,7.132706165313721,23781418.0,111.075,15.989899,8.52,2.0306,Periodo_Normal
AMBEV,Ambev S.A.,ABEV3.SA,ABEV3,BRL,Bebidas,2012-10-01,2012,10,4,2012-Q4,7.640587329864502,21659698.0,118.985,15.989899,8.52,2.0313,Periodo_Normal
AMBEV,Ambev S.A.,ABEV3.SA,ABEV3,BRL,Bebidas,2012-11-01,2012,11,4,2012-Q4,8.762718200683594,133629619.0,136.459,15.989899,8.52,2.1074,Periodo_Normal
AMBEV,Ambev S.A.,ABEV3.SA,ABEV3,BRL,Bebidas,2012-12-01,2012,12,4,2012-Q4,9.439377784729004,52229817.0,146.997,15.989899,8.52,2.0435,Periodo_Normal
AMBEV,Ambev S.A.,ABEV3.SA,ABEV3,BRL,Bebidas,2013-01-01,2013,1,1,2013-Q1,10.263845443725586,35065565.0,159.836,15.989899,8.52,1.9883,Periodo_Normal
AMBEV,Ambev S.A.,ABEV3.SA,ABEV3,BRL,Bebidas,2013-02-01,2013,2,1,2013-Q1,9.951573371887207,26593958.0,154.973,15.989899,8.52,1.9754,Periodo_Normal
AMBEV,Ambev S.A.,ABEV3.SA,ABEV3,BRL,Bebidas,2013-03-01,2013,3,1,2013-Q1,9.40994644165039,25298320.0,146.538,15.989899,8.52,2.0138,Periodo_Normal
AMBEV,Ambev S.A.,ABEV3.SA,ABEV3,BRL,Bebidas,2013-04-01,2013,4,2,2013-Q2,9.396158218383789,30162764.0,146.323,15.989899,8.52,2.0017,Periodo_Normal
AMBEV,Ambev S.A.,ABEV3.SA,ABEV3,BRL,Bebidas,2013-05-01,2013,5,2,2013-Q2,9.42487621307373,24607754.0,146.771,15.989899,8.52,2.1319,Periodo_Normal
AMBEV,Ambev S.A.,ABEV3.SA,ABEV3,BRL,Bebidas,2013-06-01,2013,6,2,2013-Q2,9.52021598815918,24250724.0,148.255,15.989899,8.52,2.2156,Periodo_Normal
AMBEV,Ambev S.A.,ABEV3.SA,ABEV3,BRL,Bebidas,2013-07-01,2013,7,3,2013-Q3,9.877455711364746,18836723.0,153.819,15.989899,8.52,2.2903,Periodo_Normal
AMBEV,Ambev S.A.,ABEV3.SA,ABEV3,BRL,Bebidas,2013-08-01,2013,8,3,2013-Q3,9.59143352508545,36069805.0,149.364,15.989899,8.52,2.3725,Periodo_Normal
AMBEV,Ambev S.A.,ABEV3.SA,ABEV3,BRL,Bebidas,2013-09-01,2013,9,3,2013-Q3,9.726977348327637,29770227.0,151.475,15.989899,8.52,2.23,Periodo_Normal
AMBEV,Ambev S.A.,ABEV3.SA,ABEV3,BRL,Bebidas,2013-10-01,2013,10,4,2013-Q4,9.660004615783691,26324409.0,150.432,15.989899,8.52,2.2026,Periodo_Normal
AMBEV,Ambev S.A.,ABEV3.SA,ABEV3,BRL,Bebidas,2013-11-01,2013,11,4,2013-Q4,10.163553237915039,180435289.0,158.274,15.989899,8.52,2.3249,Periodo_Normal
AMBEV,Ambev S.A.,ABEV3.SA,ABEV3,BRL,Bebidas,2013-12-01,2013,12,4,2013-Q4,10.024643898010254,159421856.0,156.111,15.989899,8.52,2.3426,Periodo_Normal
AMBEV,Ambev S.A.,ABEV3.SA,ABEV3,BRL,Bebidas,2014-01-01,2014,1,1,2014-Q1,9.31273078918457,225920770.0,145.024,15.989899,8.52,2.4263,Periodo_Normal
AMBEV,Ambev S.A.,ABEV3.SA,ABEV3,BRL,Bebidas,2014-02-01,2014,2,1,2014-Q1,9.918255805969238,176518129.0,154.454,15.989899,8.52,2.3334,Periodo_Normal
